Date,ATK,Cases,Cases Area Prison,Cases Imported,Case Proactive,Cases Walkin,Deaths,Hospitalized,Hospitalized Field,Hospitalized Field HICI,Hospitalized Field Hiospitel,Hospitalized Field Other,Hospitalized Hospital,Hospitalized Respirator,Hospitalized Severe,Positive Rate Dash,Recovered,Source Cases,Tests,Vac Given 1 Cum,Vac Given 2 Cum,Vac Given 3 Cum
1/10/2020,,0,,,,0,0,,,,,,,,,,,,,,,
1/11/2020,,0,,,,0,0,,,,,,,,,,,,,,,
1/12/2020,,0,,,,0,0,,,,,,,,,,,,,,,
1/13/2020,,1,,,,1,0,,,,,,,,,,,,,,,
1/14/2020,,0,,,,0,0,,,,,,,,,,,,,,,
1/15/2020,,0,,,,0,0,,,,,,,,,,,,,,,
1/16/2020,,0,,,,0,0,,,,,,,,,,,,,,,
1/17/2020,,1,,,,1,0,,,,,,,,,,,,,,,
1/18/2020,,0,,,,0,0,,,,,,,,,,,,,,,
1/19/2020,,0,,,,0,0,,,,,,,,,,,,,,,
1/20/2020,,0,,,,0,0,,,,,,,,,,,,,,,
1/21/2020,,0,,,,0,0,,,,,,,,,,,,,,,
1/22/2020,,2,,,,2,0,,,,,,,,,,,,,,,
1/23/2020,,0,,,,0,0,,,,,,,,,,,,,,,
1/24/2020,,0,,,,0,0,,,,,,,,,,,,,,,
1/25/2020,,0,,,,0,0,,,,,,,,,,,,,,,
1/26/2020,,4,,,,4,0,,,,,,,,,,,,,,,
1/27/2020,,0,,,,0,0,,,,,,,,,,,,,,,
1/28/2020,,6,,,,6,0,,,,,,,,,,,,,,,
1/29/2020,,0,,,,0,0,,,,,,,,,,,,,,,
1/30/2020,,0,,,,0,0,,,,,,,,,,,,,,,
1/31/2020,,5,,,,5,0,,,,,,,,,,,,,,,
2/1/2020,,0,,,,0,0,,,,,,,,,,,,,,,
2/2/2020,,0,,,,0,0,,,,,,,,,,,,,,,
2/3/2020,,0,,,,0,0,,,,,,,,,,,,,,,
2/4/2020,,6,,,,6,0,,,,,,,,,,,,,,,
2/5/2020,,0,,,,0,0,,,,,,,,,,,,,,,
2/6/2020,,0,,,,0,0,,,,,,,,,,,,,,,
2/7/2020,,7,,,,7,0,,,,,,,,,,,,,,,
2/8/2020,,0,,,,0,0,,,,,,,,,,,,,,,
2/9/2020,,0,,,,0,0,,,,,,,,,,,,,,,
2/10/2020,,0,,,,0,0,,,,,,,,,,,,,,,
2/11/2020,,0,,,,0,0,,,,,,,,,,,,,,,
2/12/2020,,0,,,,0,0,,,,,,,,,,,,,,,
2/13/2020,,0,,,,0,0,,,,,,,,,,,,,,,
2/14/2020,,1,,,,1,0,,,,,,,,,,,,,,,
2/15/2020,,0,,,,0,0,,,,,,,,,,,,,,,
2/16/2020,,2,,,,2,0,,,,,,,,,,,,,,,
2/17/2020,,0,,,,0,0,,,,,,,,,,,,,,,
2/18/2020,,0,,,,0,0,,,,,,,,,,,,,,,
2/19/2020,,0,,,,0,0,,,,,,,,,,,,,,,
2/20/2020,,0,,,,0,0,,,,,,,,,,,,,,,
2/21/2020,,0,,,,0,0,,,,,,,,,,,,,,,
2/22/2020,,0,,,,0,0,,,,,,,,,,,,,,,
2/23/2020,,0,,,,0,0,,,,,,,,,,,,,,,
2/24/2020,,0,,,,0,0,,,,,,,,,,,,,,,
2/25/2020,,2,,,,2,0,,,,,,,,,,,,,,,
2/26/2020,,3,,,,3,0,,,,,,,,,,,,,,,
2/27/2020,,0,,,,0,0,,,,,,,,,,,,,,,
2/28/2020,,1,,,,1,0,,,,,,,,,,,,,,,
2/29/2020,,1,,,,1,0,,,,,,,,,,,,,,,
3/1/2020,,1,,,,1,0,,,,,,,,,,,,,,,
3/2/2020,,0,,,,0,1,,,,,,,,,,,,,,,
3/3/2020,,0,,,,0,0,,,,,,,,,,,,,,,
3/4/2020,,0,,,,0,0,,,,,,,,,,,,,,,
3/5/2020,,5,,,,5,0,,,,,,,,,,,,,,,
3/6/2020,,1,,,,1,0,,,,,,,,,,,,,,,
3/7/2020,,2,,,,2,0,,,,,,,,,,,,,,,
3/8/2020,,0,,,,0,0,,,,,,,,,,,,,,,
3/9/2020,,0,,,,0,0,,,,,,,,,,,,,,,
3/10/2020,,3,,,,3,0,,,,,,,,,,,,,,,
3/11/2020,,6,,,,6,0,,,,,,,,,,,,,,,
3/12/2020,,11,,,,11,0,,,,,,,,,,,,,,,
3/13/2020,,5,,,,5,0,,,,,,,,,,,,,,,
3/14/2020,,7,,,,7,0,,,,,,,,,,,,,,,
3/15/2020,,32,,,,32,0,,,,,,,,,,,,,,,
3/16/2020,,33,,,,33,0,,,,,,,,,,,,,,,
3/17/2020,,30,,,,30,0,,,,,,,,,,,,,,,
3/18/2020,,35,,,,35,0,,,,,,,,,,,,,,,
3/19/2020,,60,,,,60,0,,,,,,,,,,,,,,,
3/20/2020,,50,,,,50,0,,,,,,,,,,,,,,,
3/21/2020,,89,,,,89,0,,,,,,,,,,,,,,,
3/22/2020,,188,,,,188,0,,,,,,,,,,,,,,,
3/23/2020,,122,,,,122,0,,,,,,,,,,,,,,,
3/24/2020,,106,,,,106,3,,,,,,,,,,,,,,,
3/25/2020,,107,,,,107,0,,,,,,,,,,,,,,,
3/26/2020,,111,,,,111,0,,,,,,,,,,,,,,,
3/27/2020,,91,,,,91,1,,,,,,,,,,,,,,,
3/28/2020,,108,,,,108,1,,,,,,,,,,,,,,,
3/29/2020,,143,,,,143,1,,,,,,,,,,,,,,,
3/30/2020,,136,,,,136,2,,,,,,,,,,,,,,,
3/31/2020,,127,,,,127,1,,,,,,,,,,,,,,,
4/1/2020,,120,,,,120,2,,,,,,,,,,,,,,,
4/2/2020,,104,,,,104,3,,,,,,,,,,,,,,,
4/3/2020,,103,,,,103,4,,,,,,,,,,,,,,,
4/4/2020,,89,,,,89,1,,,,,,,,,,,,,,,
4/5/2020,,102,,,,102,3,,,,,,,,,,,,,,,
4/6/2020,,51,,,,51,3,,,,,,,,,,,,,,,
4/7/2020,,38,,,,38,1,,,,,,,,,,,,,,,
4/8/2020,,111,,,,111,3,,,,,,,,,,,,,,,
4/9/2020,,54,,,,54,2,,,,,,,,,,,,,,,
4/10/2020,,50,,,,50,1,,,,,,,,,,,,,,,
4/11/2020,,45,,,,45,2,,,,,,,,,,,,,,,
4/12/2020,,33,,,,33,3,,,,,,,,,,,,,,,
4/13/2020,,28,,,,28,2,,,,,,,,,,,,,,,
4/14/2020,,34,,,,34,1,,,,,,,,,,,,,,,
4/15/2020,,30,,,,30,2,,,,,,,,,,,,,,,
4/16/2020,,29,,,,29,3,,,,,,,,,,,,,,,
4/17/2020,,28,,,,28,1,,,,,,,,,,,,,,,
4/18/2020,,32,,,,32,0,,,,,,,,,,,,,,,
4/19/2020,,32,,,,32,0,,,,,,,,,,,,,,,
4/20/2020,,27,,,,27,0,,,,,,,,,,,,,,,
4/21/2020,,19,,,,19,1,,,,,,,,,,,,,,,
4/22/2020,,15,,,,15,1,,,,,,,,,,,,,,,
4/23/2020,,13,,,,13,1,,,,,,,,,,,,,,,
4/24/2020,,15,,,,15,0,,,,,,,,,,,,,,,
4/25/2020,,53,,,,53,1,,,,,,,,,,,,,,,
4/26/2020,,15,,,,15,0,,,,,,,,,,,,,,,
4/27/2020,,9,,,,9,1,,,,,,,,,,,,,,,
4/28/2020,,7,,,,7,2,,,,,,,,,,,,,,,
4/29/2020,,9,,,,9,0,,,,,,,,,,,,,,,
4/30/2020,,7,,,,7,0,,,,,,,,,,,,,,,
5/1/2020,,6,,,,6,0,,,,,,,,,,,,,,,
5/2/2020,,6,,,,6,0,,,,,,,,,,,,,,,
5/3/2020,,3,,,,3,0,,,,,,,,,,,,,,,
5/4/2020,,18,,,,18,0,,,,,,,,,,,,,,,
5/5/2020,,1,,,,1,0,,,,,,,,,,,,,,,
5/6/2020,,1,,,,1,1,,,,,,,,,,,,,,,
5/7/2020,,3,,,,3,0,,,,,,,,,,,,,,,
5/8/2020,,8,,,,8,0,,,,,,,,,,,,,,,
5/9/2020,,4,,,,4,1,,,,,,,,,,,,,,,
5/10/2020,,5,,,,5,0,,,,,,,,,,,,,,,
5/11/2020,,6,,,,6,0,,,,,,,,,,,,,,,
5/12/2020,,2,,,,2,0,,,,,,,,,,,,,,,
5/13/2020,,0,,,,0,0,,,,,,,,,,,,,,,
5/14/2020,,1,,,,1,0,,,,,,,,,,,,,,,
5/15/2020,,7,,,,7,0,,,,,,,,,,,,,,,
5/16/2020,,0,,,,0,0,,,,,,,,,,,,,,,
5/17/2020,,3,,,,3,0,,,,,,,,,,,,,,,
5/18/2020,,3,,,,3,0,,,,,,,,,,,,,,,
5/19/2020,,2,,,,2,0,,,,,,,,,,,,,,,
5/20/2020,,1,,,,1,0,,,,,,,,,,,,,,,
5/21/2020,,3,,,,3,0,,,,,,,,,,,,,,,
5/22/2020,,0,,,,0,0,,,,,,,,,,,,,,,
5/23/2020,,3,,,,3,0,,,,,,,,,,,,,,,
5/24/2020,,0,,,,0,0,,,,,,,,,,,,,,,
5/25/2020,,2,,,,2,1,,,,,,,,,,,,,,,
5/26/2020,,3,,,,3,0,,,,,,,,,,,,,,,
5/27/2020,,9,,,,9,0,,,,,,,,,,,,,,,
5/28/2020,,11,,,,11,0,,,,,,,,,,,,,,,
5/29/2020,,11,,,,11,0,,,,,,,,,,,,,,,
5/30/2020,,1,,,,1,0,,,,,,,,,,,,,,,
5/31/2020,,4,,,,4,0,,,,,,,,,,,,,,,
6/1/2020,,1,,1,,0,0,,,,,,,,,,,,,,,
6/2/2020,,1,,1,,0,1,,,,,,,,,,,,,,,
6/3/2020,,1,,1,,0,0,,,,,,,,,,,,,,,
6/4/2020,,17,,17,,0,0,,,,,,,,,,,,,,,
6/5/2020,,1,,1,,0,0,,,,,,,,,,,,,,,
6/6/2020,,2,,2,,0,0,,,,,,,,,,,,,,,
6/7/2020,,8,,8,,0,0,,,,,,,,,,,,,,,
6/8/2020,,7,,7,,0,0,,,,,,,,,,,,,,,
6/9/2020,,2,,2,,0,0,,,,,,,,,,,,,,,
6/10/2020,,4,,4,,0,0,,,,,,,,,,,,,,,
6/11/2020,,0,,0,,0,0,,,,,,,,,,,,,,,
6/12/2020,,4,,4,,0,0,,,,,,,,,,,,,,,
6/13/2020,,5,,5,,0,0,,,,,,,,,,,,,,,
6/14/2020,,1,,1,,0,0,,,,,,,,,,,,,,,
6/15/2020,,0,,0,,0,0,,,,,,,,,,,,,,,
6/16/2020,,0,,0,,0,0,,,,,,,,,,,,,,,
6/17/2020,,0,,0,,0,0,,,,,,,,,,,,,,,
6/18/2020,,6,,6,,0,0,,,,,,,,,,,,,,,
6/19/2020,,5,,5,,0,0,,,,,,,,,,,,,,,
6/20/2020,,0,,0,,0,0,,,,,,,,,,,,,,,
6/21/2020,,2,,2,,0,0,,,,,,,,,,,,,,,
6/22/2020,,3,,3,,0,0,,,,,,,,,,,,,,,
6/23/2020,,5,,5,,0,0,,,,,,,,,,,,,,,
6/24/2020,,1,,1,,0,0,,,,,,,,,,,,,,,
6/25/2020,,1,,1,,0,0,,,,,,,,,,,,,,,
6/26/2020,,4,,4,,0,0,,,,,,,,,,,,,,,
6/27/2020,,0,,0,,0,0,,,,,,,,,,,,,,,
6/28/2020,,0,,0,,0,0,,,,,,,,,,,,,,,
6/29/2020,,7,,7,,0,0,,,,,,,,,,,,,,,
6/30/2020,,2,,2,,0,0,,,,,,,,,,,,,,,
7/1/2020,,2,,2,,0,0,,,,,,,,,,,,,,,
7/2/2020,,6,,6,,0,0,,,,,,,,,,,,,,,
7/3/2020,,1,,1,,0,0,,,,,,,,,,,,,,,
7/4/2020,,5,,5,,0,0,,,,,,,,,,,,,,,
7/5/2020,,5,,5,,0,0,,,,,,,,,,,,,,,
7/6/2020,,5,,5,,0,0,,,,,,,,,,,,,,,
7/7/2020,,0,,0,,0,0,,,,,,,,,,,,,,,
7/8/2020,,2,,2,,0,0,,,,,,,,,,,,,,,
7/9/2020,,5,,5,,0,0,,,,,,,,,,,,,,,
7/10/2020,,0,,0,,0,0,,,,,,,,,,,,,,,
7/11/2020,,14,,14,,0,0,,,,,,,,,,,,,,,
7/12/2020,,1,,1,,0,0,,,,,,,,,,,,,,,
7/13/2020,,3,,3,,0,0,,,,,,,,,,,,,,,
7/14/2020,,7,,7,,0,0,,,,,,,,,,,,,,,
7/15/2020,,5,,5,,0,0,,,,,,,,,,,,,,,
7/16/2020,,4,,4,,0,0,,,,,,,,,,,,,,,
7/17/2020,,3,,3,,0,0,,,,,,,,,,,,,,,
7/18/2020,,7,,7,,0,0,,,,,,,,,,,,,,,
7/19/2020,,3,,3,,0,0,,,,,,,,,,,,,,,
7/20/2020,,1,,1,,0,0,,,,,,,,,,,,,,,
7/21/2020,,5,,5,,0,0,,,,,,,,,,,,,,,
7/22/2020,,6,,6,,0,0,,,,,,,,,,,,,,,
7/23/2020,,8,,8,,0,0,,,,,,,,,,,,,,,
7/24/2020,,10,,10,,0,0,,,,,,,,,,,,,,,
7/25/2020,,3,,3,,0,0,,,,,,,,,,,,,,,
7/26/2020,,9,,9,,0,0,,,,,,,,,,,,,,,
7/27/2020,,4,,4,,0,0,,,,,,,,,,,,,,,
7/28/2020,,2,,2,,0,0,,,,,,,,,,,,,,,
7/29/2020,,1,,1,,0,0,,,,,,,,,,,,,,,
7/30/2020,,6,,6,,0,0,,,,,,,,,,,,,,,
7/31/2020,,6,,6,,0,0,,,,,,,,,,,,,,,
8/1/2020,,2,,2,,0,0,,,,,,,,,,,,,,,
8/2/2020,,5,,5,,0,0,,,,,,,,,,,,,,,
8/3/2020,,3,,3,,0,0,,,,,,,,,,,,,,,
8/4/2020,,1,,1,,0,0,,,,,,,,,,,,,,,
8/5/2020,,7,,7,,0,0,,,,,,,,,,,,,,,
8/6/2020,,2,,2,,0,0,,,,,,,,,,,,,,,
8/7/2020,,15,,15,,0,0,,,,,,,,,,,,,,,
8/8/2020,,3,,3,,0,0,,,,,,,,,,,,,,,
8/9/2020,,3,,3,,0,0,,,,,,,,,,,,,,,
8/10/2020,,0,,0,,0,0,,,,,,,,,,,,,,,
8/11/2020,,0,,0,,0,0,,,,,,,,,,,,,,,
8/12/2020,,5,,5,,0,0,,,,,,,,,,,,,,,
8/13/2020,,3,,3,,0,0,,,,,,,,,,,,,,,
8/14/2020,,17,,17,,0,0,,,,,,,,,,,,,,,
8/15/2020,,0,,0,,0,0,,,,,,,,,,,,,,,
8/16/2020,,1,,1,,0,0,,,,,,,,,,,,,,,
8/17/2020,,1,,1,,0,0,,,,,,,,,,,,,,,
8/18/2020,,3,,3,,0,0,,,,,,,,,,,,,,,
8/19/2020,,1,,1,,0,0,,,,,,,,,,,,,,,
8/20/2020,,7,,7,,0,0,,,,,,,,,,,,,,,
8/21/2020,,1,,1,,0,0,,,,,,,,,,,,,,,
8/22/2020,,0,,0,,0,0,,,,,,,,,,,,,,,
8/23/2020,,5,,5,,0,0,,,,,,,,,,,,,,,
8/24/2020,,2,,2,,0,0,,,,,,,,,,,,,,,
8/25/2020,,5,,5,,0,0,,,,,,,,,,,,,,,
8/26/2020,,1,,1,,0,0,,,,,,,,,,,,,,,
8/27/2020,,1,,1,,0,0,,,,,,,,,,,,,,,
8/28/2020,,6,,6,,0,0,,,,,,,,,,,,,,,
8/29/2020,,1,,1,,0,0,,,,,,,,,,,,,,,
8/30/2020,,0,,0,,0,0,,,,,,,,,,,,,,,
8/31/2020,,1,,1,,0,0,,,,,,,,,,,,,,,
9/1/2020,,5,,5,,0,0,,,,,,,,,,,,,,,
9/2/2020,,8,,8,,0,0,,,,,,,,,,,,,,,
9/3/2020,,2,,2,,0,0,,,,,,,,,,,,,,,
9/4/2020,,4,,3,,1,0,,,,,,,,,,,,,,,
9/5/2020,,7,,7,,0,0,,,,,,,,,,,,,,,
9/6/2020,,6,,6,,0,0,,,,,,,,,,,,,,,
9/7/2020,,1,,1,,0,0,,,,,,,,,,,,,,,
9/8/2020,,1,,1,,0,0,,,,,,,,,,,,,,,
9/9/2020,,1,,1,,0,0,,,,,,,,,,,,,,,
9/10/2020,,7,,7,,0,0,,,,,,,,,,,,,,,
9/11/2020,,7,,7,,0,0,,,,,,,,,,,,,,,
9/12/2020,,5,,5,,0,0,,,,,,,,,,,,,,,
9/13/2020,,7,,7,,0,0,,,,,,,,,,,,,,,
9/14/2020,,2,,2,,0,0,,,,,,,,,,,,,,,
9/15/2020,,5,,5,,0,0,,,,,,,,,,,,,,,
9/16/2020,,10,,10,,0,0,,,,,,,,,,,,,,,
9/17/2020,,0,,0,,0,0,,,,,,,,,,,,,,,
9/18/2020,,7,,7,,0,0,,,,,,,,,,,,,,,
9/19/2020,,3,,3,,0,1,,,,,,,,,,,,,,,
9/20/2020,,6,,6,,0,0,,,,,,,,,,,,,,,
9/21/2020,,0,,0,,0,0,,,,,,,,,,,,,,,
9/22/2020,,5,,5,,0,0,,,,,,,,,,,,,,,
9/23/2020,,3,,3,,0,0,,,,,,,,,,,,,,,
9/24/2020,,2,,2,,0,0,,,,,,,,,,,,,,,
9/25/2020,,3,,3,,0,0,,,,,,,,,,,,,,,
9/26/2020,,3,,3,,0,0,,,,,,,,,,,,,,,
9/27/2020,,1,,1,,0,0,,,,,,,,,,,,,,,
9/28/2020,,22,,22,,0,0,,,,,,,,,,,,,,,
9/29/2020,,14,,14,,0,0,,,,,,,,,,,,,,,
9/30/2020,,5,,5,,0,0,,,,,,,,,,,,,,,
10/1/2020,,5,,5,,0,0,,,,,,,,,,,,,,,
10/2/2020,,6,,6,,0,0,,,,,,,,,,,,,,,
10/3/2020,,8,,8,,0,0,,,,,,,,,,,,,,,
10/4/2020,,2,,2,,0,0,,,,,,,,,,,,,,,
10/5/2020,,5,,5,,0,0,,,,,,,,,,,,,,,
10/6/2020,,10,,10,,0,0,,,,,,,,,,,,,,,
10/7/2020,,15,,15,,0,0,,,,,,,,,,,,,,,
10/8/2020,,7,,7,,0,0,,,,,,,,,,,,,,,
10/9/2020,,6,,6,,0,0,,,,,,,,,,,,,,,
10/10/2020,,6,,6,,0,0,,,,,,,,,,,,,,,
10/11/2020,,2,,2,,0,0,,,,,,,,,,,,,,,
10/12/2020,,5,,5,,0,0,,,,,,,,,,,,,,,
10/13/2020,,2,,2,,0,0,,,,,,,,,,,,,,,
10/14/2020,,9,,9,,0,0,,,,,,,,,,,,,,,
10/15/2020,,13,,13,,0,0,,,,,,,,,,,,,,,
10/16/2020,,4,,4,,0,0,,,,,,,,,,,,,,,
10/17/2020,,10,,8,,2,0,,,,,,,,,,,,,,,
10/18/2020,,7,,4,,3,0,,,,,,,,,,,,,,,
10/19/2020,,5,,5,,0,0,,,,,,,,,,,,,,,
10/20/2020,,9,,9,,0,0,,,,,,,,,,,,,,,
10/21/2020,,9,,9,,0,0,,,,,,,,,,,,,,,
10/22/2020,,10,,10,,0,0,,,,,,,,,,,,,,,
10/23/2020,,8,,8,,0,0,,,,,,,,,,,,,,,
10/24/2020,,4,,3,,1,0,,,,,,,,,,,,,,,
10/25/2020,,5,,5,,0,0,,,,,,,,,,,,,,,
10/26/2020,,7,,7,,0,0,,,,,,,,,,,,,,,
10/27/2020,,3,,3,,0,0,,,,,,,,,,,,,,,
10/28/2020,,13,,13,,0,0,,,,,,,,,,,,,,,
10/29/2020,,4,,4,,0,0,,,,,,,,,,,,,,,
10/30/2020,,12,,12,,0,0,,,,,,,,,,,,,,,
10/31/2020,,5,,5,,0,0,,,,,,,,,,,,,,,
11/1/2020,,4,,4,,0,0,,,,,,,,,,,,,,,
11/2/2020,,3,,3,,0,0,,,,,,,,,,,,,,,
11/3/2020,,10,,10,,0,0,,,,,,,,,,,,,,,
11/4/2020,,7,,7,,0,0,,,,,,,,,,,,,,,
11/5/2020,,6,,6,,0,0,,,,,,,,,,,,,,,
11/6/2020,,8,,8,,0,1,,,,,,,,,,,,,,,
11/7/2020,,13,,11,,1,0,,,,,,,,,,,,,,,
11/8/2020,,7,,7,,0,0,,,,,,,,,,,,,,,
11/9/2020,,3,,3,,0,0,,,,,,,,,,,,,,,
11/10/2020,,4,,3,,1,0,,,,,,,,,,,,,,,
11/11/2020,,3,,3,,0,0,,,,,,,,,,,,,,,
11/12/2020,,5,,5,,0,0,,,,,,,,,,,,,,,
11/13/2020,,9,,9,,0,0,,,,,,,,,,,,,,,
11/14/2020,,5,,5,,0,0,,,,,,,,,,,,,,,
11/15/2020,,8,,8,,0,0,,,,,,,,,,,,,,,
11/16/2020,,1,,1,,0,0,,,,,,,,,,,,,,,
11/17/2020,,3,,3,,0,0,,,,,,,,,,,,,,,
11/18/2020,,2,,2,,0,0,,,,,,,,,,,,,,,
11/19/2020,,8,,8,,0,0,,,,,,,,,,,,,,,
11/20/2020,,4,,4,,0,0,,,,,,,,,,,,,,,
11/21/2020,,10,,10,,0,0,,,,,,,,,,,,,,,
11/22/2020,,11,,10,,1,0,,,,,,,,,,,,,,,
11/23/2020,,7,,7,,0,0,,,,,,,,,,,,,,,
11/24/2020,,2,,2,,0,0,,,,,,,,,,,,,,,
11/25/2020,,4,,4,,0,0,,,,,,,,,,,,,,,
11/26/2020,,16,,16,,0,0,,,,,,,,,,,,,,,
11/27/2020,,19,,19,,0,0,,,,,,,,,,,,,,,
11/28/2020,,5,,5,,0,0,,,,,,,,,,,,,,,
11/29/2020,,11,,11,,0,0,,,,,,,,,,,,,,,
11/30/2020,,21,,21,,0,0,,,,,,,,,,,,,,,
12/1/2020,,10,,10,,0,0,,,,,,,,,,,,,,,
12/2/2020,,18,,18,,0,0,,,,,,,,,,,,,,,
12/3/2020,,13,,13,,0,0,,,,,,,,,,,,,,,
12/4/2020,,14,,13,,1,0,,,,,,,,,,,,,,,
12/5/2020,,19,,17,,2,0,,,,,,,,,,,,,,,
12/6/2020,,14,,12,,2,0,,,,,,,,,,,,,,,
12/7/2020,,21,,21,,0,0,,,,,,,,,,,,,,,
12/8/2020,,19,,15,,4,0,,,,,,,,,,,,,,,
12/9/2020,,25,,25,,0,0,,,,,,,,,,,,,,,
12/10/2020,,18,,17,,1,0,,,,,,,,,,,,,,,
12/11/2020,,11,,11,,0,0,,,,,,,,,,,,,,,
12/12/2020,,12,,12,,0,0,,,,,,,,,,,,,,,
12/13/2020,,17,,17,,0,0,,,,,,,,,,,,,,,
12/14/2020,,28,,27,,1,0,,,,,,,,,,,,,,,
12/15/2020,,9,,9,,0,0,,,,,,,,,,,,,,,
12/16/2020,,15,,15,,0,0,,,,,,,,,,,,,,,
12/17/2020,,20,,20,,0,0,,,,,,,,,,,,,,,
12/18/2020,,16,,15,,1,0,,,,,,,,,,,,,,,
12/19/2020,,34,,22,,12,0,,,,,,,,,,,,,,,
12/20/2020,,576,,41,516,19,0,,,,,,,,,,,,,,,
