Date,ATK,Cases,Cases Area Prison,Cases Imported,Case Proactive,Cases Walkin,Deaths,Hospitalized,Hospitalized Field,Hospitalized Field HICI,Hospitalized Field Hiospitel,Hospitalized Field Other,Hospitalized Hospital,Hospitalized Respirator,Hospitalized Severe,Positive Rate Dash,Recovered,Source Cases,Tests,Vac Given 1 Cum,Vac Given 2 Cum,Vac Given 3 Cum
10/15/2021,3577,10486,167,42,700,9577,94,,66452,,,,107606,684,2897,,,,,37870964,26256297,1980924
10/16/2021,2065,10648,111,14,650,9873,82,,66127,,,,107378,668,2845,,,,,38093078,26443059,1994903
10/17/2021,4125,10863,64,7,611,10181,68,,66601,,,,107790,658,2820,,,,,38236538,26548732,2001330
10/18/2021,1700,10111,41,24,328,9718,63,,65332,,,,107226,644,2831,,,,,38675546,26997869,2029198
10/19/2021,1924,9122,116,7,338,8661,71,,65624,,,,105546,631,2762,,,,,39145977,27447506,2064085
10/20/2021,3178,8918,41,18,664,8195,79,,62369,,,,103507,619,2728,,,,,39628787,27918494,2105811
10/21/2021,2161,9727,71,26,558,9072,73,,59513,,,,103086,603,2687,,,,,40042368,28350080,2142872
10/22/2021,2898,9810,120,10,679,9001,66,,58636,,,,102317,583,2585,,,,,40233701,28593480,2159400
10/23/2021,1033,9742,70,5,546,9121,74,,58305,,,,101803,560,2452,,,,,40352179,28689810,2166889
10/24/2021,4163,9351,139,6,540,8666,56,,57611,,,,101000,546,2432,,,,,40436040,28746013,2181729
10/25/2021,3525,8675,201,11,532,7931,44,,57789,,,,100042,536,2437,,,,,41147421,29558628,2259784
10/26/2021,2304,7706,128,10,334,7234,66,,56254,,,,98150,544,2414,,,,,41572672,29962127,2306250
10/27/2021,2653,8452,160,7,631,7654,57,,55334,,,,98096,534,2355,,,,,42012823,30383305,2357241
10/28/2021,4410,9658,218,11,550,8879,84,,54453,,,,99144,526,2281,,,,,42430051,30852762,2402987
10/29/2021,4575,8968,190,26,424,8328,64,,53620,,,,99301,515,2222,,,,,42863461,31391114,2452509
10/30/2021,2944,9224,126,7,259,8832,88,,54598,,,,100132,496,2217,,,,,42991555,31563392,2472181
10/31/2021,3285,8859,330,13,269,8247,47,,55057,,,,100691,500,2225,,,,,43074006,31723162,2484659
11/1/2021,2450,8165,525,9,390,7241,55,,55622,,,,99227,494,2221,,,,,43301385,32180794,2513149
11/2/2021,2113,7574,505,10,267,6792,78,,56274,,,,98444,473,2219,,,,,43543542,32668192,2538425
11/3/2021,2376,7679,536,7,272,6864,56,,55613,,,,97585,483,2205,,,,,43819913,33130381,2570179
11/4/2021,3001,7980,144,10,66,7760,68,,55099,,,,97470,466,2181,,,,,44099921,33632027,2601606
11/5/2021,3848,8150,605,15,114,7416,80,,54657,,,,97470,461,2118,,,,,44385975,34282286,2641557
11/6/2021,3300,8467,880,13,189,7385,69,,53920,,,,97410,447,2054,,,,,44466931,34505593,2654776
11/7/2021,1605,7960,427,11,215,7307,53,,55298,,,,98367,449,2048,,,,,44516615,34653176,2664024
11/8/2021,3797,7592,711,10,128,6743,39,,56232,,,,98425,441,1997,,,,,44738972,35189345,2687277
11/9/2021,1497,6904,258,22,465,6159,61,,55372,,,,97244,417,1898,,,,,44962668,35698894,2725902
11/10/2021,2358,6978,346,8,237,6387,62,,54904,,,,96463,423,1877,,,,,45178834,36215684,2762406
11/11/2021,3152,7496,240,12,302,6942,57,,53266,,,,96450,425,1846,,,,,45450620,36724492,2808978
11/12/2021,2851,7305,320,11,323,6651,51,,51800,,,,95804,423,1824,,,,,45712234,37205116,2852096
11/13/2021,2893,7057,198,15,335,6509,55,,51661,,,,95413,430,1818,,,,,45791027,37385753,2876433
11/14/2021,1350,7079,171,9,291,6608,47,,50121,,,,95528,425,1808,,,,,45849406,37464335,2908671
11/15/2021,1155,6343,188,12,217,5926,45,,49246,,,,94163,417,1776,,,,,46055965,37880750,2953641
11/16/2021,2073,5947,53,11,221,5662,62,,48990,,,,92105,411,1775,,,,,46251333,38268579,2987468
11/17/2021,2029,6524,393,12,262,5857,56,,47733,,,,91382,407,1739,,,,,46449477,38659843,3023913
11/18/2021,2106,6901,144,16,319,6422,55,,46634,,,,90672,406,1742,,,,,46657152,39046975,3058953
11/19/2021,2606,6855,224,12,246,6373,51,,46145,,,,89821,397,1686,,,,,46889975,39469618,3106539
11/20/2021,3012,6595,220,18,215,6142,53,,43729,,,,87885,389,1635,,,,,46954509,39568285,3126955
11/21/2021,2692,7006,771,8,224,6003,29,,43671,,,,87071,388,1612,,,,,47003075,39623909,3140445
11/22/2021,1507,6428,553,10,133,5732,49,,45416,,,,85768,382,1595,,,,,47191719,39919123,3179005
11/23/2021,1516,5126,104,8,122,4892,53,,42188,,,,83093,363,1535,,,,,47382247,40247041,3225627
11/24/2021,1860,5857,228,11,270,5348,55,,40351,,,,81577,358,1529,,,,,47573800,40568626,3270616
11/25/2021,2391,6335,30,7,206,6092,37,,41776,,,,80657,363,1508,,,,,47777502,40901352,3313054
11/26/2021,2806,6559,752,39,225,5543,64,,40681,,,,80277,341,1440,,,,,48006800,41273468,3362805
11/27/2021,4260,6073,169,57,214,5633,32,,40694,,,,79780,332,1385,,,,,48164700,41349236,3405884
11/28/2021,1622,5854,457,7,260,5130,30,,39339,,,,79250,330,1395,,,,,48208275,41384966,3424833
11/29/2021,1607,4753,57,12,198,4486,27,,39363,,,,77811,330,1369,,,,,48415857,41647322,3482494
11/30/2021,1744,4306,123,8,121,4054,37,,40703,,,,75673,329,1353,,,,,48656092,41906215,3541101
12/1/2021,1651,4886,165,6,149,4566,43,,38331,,,,74190,340,1351,,,,,48840982,42131710,3609789
12/2/2021,1788,4971,198,11,163,4599,33,,37644,,,,73726,346,1355,,,,,49048099,42370898,3687171
12/3/2021,1646,4912,157,13,136,4606,33,,36254,,,,72761,338,1315,,,,,49298481,42649918,3778805
12/4/2021,964,5896,1127,12,148,4609,37,,36866,,,,72954,330,1299,,,,,49368171,42700253,3812102
12/5/2021,1304,4704,47,8,202,4447,27,,35516,,,,71482,328,1263,,,,,49473972,42733111,3859549
12/6/2021,1157,4000,27,7,155,3811,22,,35160,,,,69010,330,1259,,,,,49508737,42766958,3879823
12/7/2021,752,3525,12,10,56,3447,31,,33870,,,,66395,328,1253,,,,,49664130,42966853,3963155
12/8/2021,697,3618,40,16,95,3467,38,,32794,,,,64200,321,1217,,,,,49813716,43142155,4062802
12/9/2021,1020,4203,42,18,95,4048,49,,30464,,,,60415,320,1175,,,,,49980567,43381279,4160267
12/10/2021,1546,4193,21,29,56,4087,28,,28113,,,,56717,314,1132,,,,,50088788,43556579,4238451
12/11/2021,1220,4079,19,16,70,3974,39,,27206,,,,53455,315,1115,,,,,50107715,43592798,4279567
12/12/2021,1108,3787,5,24,38,3720,20,,25859,,,,51616,309,1105,,,,,50120675,43622643,4305096
12/13/2021,483,3398,2,20,8,3368,23,,26068,,,,49524,307,1061,,,,,50234523,43814721,4398540
12/14/2021,2471,2862,17,19,27,2799,37,,24313,,,,47531,296,1039,,,,,50337400,43972293,4514107
12/15/2021,1348,3370,111,20,78,3161,29,,23186,,,,46315,277,1018,,,,,50441125,44152623,4658315
12/16/2021,1427,3684,144,21,83,3436,26,,23689,,,,45442,272,1000,,,,,50544648,44319753,4823195
12/17/2021,1080,3537,182,17,45,3293,41,,21222,,,,43479,254,972,,,,,50676622,44546442,5066613
12/18/2021,867,3132,93,30,35,2974,28,,20267,,,,43305,249,956,,,,,50700053,44601352,5167039
12/19/2021,946,2899,21,54,22,2802,22,,21327,,,,41793,249,928,,,,,50712220,44628743,5216992
12/20/2021,469,2525,23,42,49,2411,31,,20368,,,,40097,246,899,,,,,50793694,44779616,5411189
12/21/2021,264,2476,47,30,41,2358,32,,20059,,,,38892,237,880,,,,,50872393,44931528,5633462
12/22/2021,788,2532,48,41,50,2393,31,,19299,,,,38202,231,845,,,,,50957652,45109171,5875052
12/23/2021,635,2940,53,57,125,2705,30,,18485,,,,38314,227,854,,,,,51040374,45302478,6142065
12/24/2021,1422,2671,58,55,56,2502,27,,18082,,,,38192,218,836,,,,,51137962,45552103,6444518
12/25/2021,590,2766,57,63,59,2587,30,,19231,,,,37123,206,789,,,,,51150523,45599286,6527406
12/26/2021,962,2532,23,60,37,2412,22,,18166,,,,35862,206,813,,,,,51159316,45626775,6581369
12/27/2021,505,2437,18,92,20,2307,18,,17590,,,,34436,179,752,,,,,51229665,45840911,6808047
12/28/2021,390,2305,54,95,40,2116,32,,16171,,,,33639,176,717,,,,,51298981,46035483,7049873
12/29/2021,657,2575,40,116,59,2360,17,,17268,,,,33502,153,614,,,,,51366425,46209589,7270508
12/30/2021,676,3037,81,112,50,2794,25,,17015,,,,33399,161,626,,,,,51407664,46317067,7420630
12/31/2021,802,3111,154,112,77,2768,26,,16699,,,,33243,148,588,,,,,51410504,46319204,7430561
1/1/2022,434,3011,57,142,96,2716,10,,17145,,,,32929,158,583,,,,,51411912,46320706,7437892
1/2/2022,1003,3112,2,149,65,2896,12,,16712,,,,33108,156,562,,,,,51413767,46322320,7448994
1/3/2022,1939,2927,21,168,54,2684,18,,16465,,,,33114,148,556,,,,,51416795,46330079,7466139
1/4/2022,771,3091,2,126,2,2961,12,,16225,,,,33505,151,555,,,,,51445669,46445563,7610465
1/5/2022,3555,3899,68,169,14,3648,19,,16728,,,,34877,149,541,,,,,51486525,46608783,7839692
1/6/2022,1079,5775,77,215,160,5323,11,,17470,,,,37968,146,536,,,,,51536177,46782157,8155932
1/7/2022,2244,7526,39,348,433,6706,19,,19366,,,,42580,140,547,,,,,51599728,46981568,8603427
1/8/2022,1766,8263,110,351,218,7584,14,,20153,,,,47964,130,535,,,,,51609819,47007723,8728306
1/9/2022,1265,8511,20,350,199,7942,12,,24215,,,,53858,113,484,,,,,51616647,47021789,8817083
1/10/2022,1423,7926,195,412,90,7229,13,,24873,,,,58159,115,495,,,,,51663833,47155401,9159220
1/11/2022,1545,7133,45,411,45,6632,12,,27691,,,,61974,110,492,,,,,51712399,47266331,9545694
1/12/2022,2048,7681,12,277,110,7282,19,,28973,,,,66286,108,480,,,,,51763547,47386259,9944714
1/13/2022,1789,8167,66,239,78,7784,14,,30251,,,,70594,110,520,,,,,51812348,47511309,10361711
1/14/2022,2760,8158,11,242,98,7807,15,,32791,,,,74795,105,510,,,,,51877264,47684571,10893494
1/15/2022,2039,7793,22,270,43,7458,18,,33723,,,,77368,105,527,,,,,51890373,47703765,11063791
1/16/2022,2089,8077,11,282,60,7724,9,,34631,,,,80549,106,509,,,,,51897072,47714407,11149977
1/17/2022,1740,6929,7,209,43,6670,13,,36439,,,,82210,108,533,,,,,51938259,47807581,11474129
1/18/2022,1880,6397,10,165,49,6173,18,,41565,,,,81952,114,534,,,,,51980924,47903220,11838491
1/19/2022,1999,7122,15,172,89,6846,12,,40528,,,,81602,113,511,,,,,52024526,48003815,12223282
1/20/2022,2170,8129,54,214,85,7776,19,,42038,,,,82734,118,533,,,,,52068317,48105963,12651080
1/21/2022,3356,8640,20,195,56,8369,13,,40811,,,,82720,118,540,,,,,52122847,48241147,13176483
1/22/2022,2095,8112,154,177,33,7748,19,,41406,,,,83231,129,565,,,,,52133848,48255102,13331662
1/23/2022,2074,7686,55,186,61,7384,13,,43168,,,,83459,122,564,,,,,52140913,48262542,13426769
1/24/2022,2629,7139,20,195,10,6914,13,,43611,,,,82485,114,550,,,,,52175266,48331454,13764283
1/25/2022,2032,6718,69,152,21,6476,12,,41189,,,,81532,114,548,,,,,52217579,48401933,14094234
1/26/2022,2205,7587,106,156,58,7267,19,,41787,,,,81299,97,519,,,,,52258440,48466597,14426173
1/27/2022,2822,8078,37,225,44,7772,22,,40899,,,,82760,102,548,,,,,52298896,48545939,14793943
1/28/2022,2439,8450,48,211,38,8153,28,,42038,,,,83698,102,528,,,,,52347407,48653412,15250185
1/29/2022,2478,8618,73,216,31,8298,19,,43069,,,,83939,106,548,,,,,52356262,48661581,15382890
1/30/2022,3098,8444,21,236,54,8133,12,,41685,,,,84542,109,546,,,,,52360895,48666097,15456532
1/31/2022,2065,8008,14,166,40,7788,16,,42753,,,,84319,106,542,,,,,52383190,48710749,15655446
2/1/2022,2014,7422,28,261,17,7116,12,,42424,,,,83014,107,557,,,,,52401980,48745817,15829541
2/2/2022,2649,8587,55,131,54,8347,22,,43142,,,,83094,103,524,,,,,52432946,48793314,16052766
2/3/2022,4012,9172,61,222,34,8855,21,,42298,,,,84413,107,517,,,,,52467213,48846894,16288367
2/4/2022,4973,9909,45,188,46,9630,22,,42488,,,,86473,105,516,,,,,52515266,48923072,16625927
2/5/2022,4248,10490,88,217,33,10152,21,,44724,,,,88463,101,535,,,,,52526120,48931259,16741539
2/6/2022,4632,10879,30,178,49,10622,20,,45866,,,,91037,104,533,,,,,52530757,48935134,16798233
2/7/2022,4527,10470,4,166,45,10255,12,,48700,,,,92784,102,535,,,,,52564184,48979196,16993317
2/8/2022,3899,10398,19,202,30,10147,17,,51025,,,,94243,111,527,,,,,52598543,49023180,17188102
2/9/2022,5928,13182,40,139,70,12933,24,,52687,,,,98830,111,547,,,,,52646903,49063880,17392850
2/10/2022,7754,14822,52,246,204,14320,20,,53694,,,,105129,114,563,,,,,52692806,49102616,17574724
2/11/2022,8268,15242,135,182,40,14885,23,,56335,,,,111393,113,569,,,,,52692806,49102616,17574724
2/12/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
2/13/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
2/14/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
2/15/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
2/16/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
2/17/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
2/18/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
2/19/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
2/20/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
2/21/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
2/22/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
2/23/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
2/24/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
2/25/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
2/26/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
2/27/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
2/28/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
3/1/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
3/2/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
3/3/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
3/4/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
3/5/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
3/6/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
3/7/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
3/8/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
3/9/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
3/10/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
3/11/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
3/12/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
3/13/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
3/14/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
3/15/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
3/16/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
3/17/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
3/18/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
3/19/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
3/20/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
3/21/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
3/22/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
3/23/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
3/24/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
3/25/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
3/26/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
3/27/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
3/28/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
3/29/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
3/30/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
3/31/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
4/1/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
4/2/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
4/3/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
4/4/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
4/5/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
4/6/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
4/7/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
4/8/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
4/9/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
4/10/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
4/11/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
4/12/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
4/13/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
4/14/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
4/15/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
4/16/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
4/17/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
4/18/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
4/19/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
4/20/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
4/21/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
4/22/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
4/23/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
4/24/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
4/25/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
4/26/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
4/27/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
4/28/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
4/29/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
4/30/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
5/1/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
5/2/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
5/3/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
5/4/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
5/5/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
5/6/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
5/7/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
5/8/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
5/9/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
5/10/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
5/11/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
5/12/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
5/13/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
5/14/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
5/15/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
5/16/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
5/17/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
5/18/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
5/19/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
5/20/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
5/21/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
5/22/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
5/23/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
5/24/2022,,,,,,,,,,,,,0,,,,,,,52692806,49102616,17574724
